DateTime,TMP_F,TMP_F_Linear_fit
2017-04-30,77.43076305220883,73.78385658760328
2017-05-31,77.52704537815126,73.37820527607795
2017-06-30,76.40617361111111,72.98563949073085
2017-07-31,76.04642137096774,72.57998817920551
2017-08-31,75.34498991935484,72.17433686768018
2017-09-30,76.1533888888889,71.78177108233308
2017-10-31,76.12317876344086,71.37611977080775
2017-11-30,76.89779861111111,70.98355398546065
2017-12-31,77.1651310483871,70.57790267393531
2018-01-31,77.11978514202477,70.17225136240998
2018-04-30,77.50841794569068,69.0076395325469
2018-05-31,76.72543682795698,68.60198822102157
2018-06-30,76.6859375,68.20942243567447
2018-07-31,74.90429435483871,67.80377112414914
2018-08-31,74.78184475806451,67.3981198126238
2018-09-30,75.3901458839875,67.0055540272767
2018-10-31,76.15685819892472,66.59990271575137
2018-11-30,77.36471180555556,66.20733693040427
2018-12-31,77.71662634408602,65.80168561887893
2019-01-31,78.42012096774194,65.3960343073536
2019-02-28,78.16988095238096,65.02963957436299
2019-03-31,78.31563508064515,64.62398826283766
2019-04-30,78.63310763888889,64.23142247749055
2019-05-31,76.80396505376345,63.82577116596522
2019-06-30,76.76175694444444,63.43320538061812
2019-07-31,75.9998689516129,63.02755406909279
2019-08-31,76.19943212365591,62.621902757567455
2019-09-30,75.65551736111112,62.22933697222035
2019-10-31,76.2619254032258,61.82368566069502
2019-11-30,76.21597569444445,61.43111987534792
2019-12-31,77.53942204301076,61.025468563822585
2020-01-31,77.4794186827957,60.61981725229725
2020-02-29,76.93741379310345,60.24033699312838
2020-03-31,20.868336693548386,59.83468568160305
2020-04-30,0.0,59.442119896255946
2020-05-31,0.0,59.03646858473061
2020-06-30,0.0,58.64390279938351
2020-07-31,0.0,58.23825148785818
2020-08-31,0.0,57.832600176332846
2020-09-30,0.0,57.440034390985744
2020-10-31,0.0,57.03438307946041
2020-11-30,0.0,56.64181729411331
2020-12-31,0.0,56.23616598258798
2021-01-31,0.0,55.830514671062645
2021-02-28,0.0,55.464119938072
2021-03-31,0.0,55.05846862654667
2021-04-30,51.59128125,54.66590284119957
2021-05-31,77.05005376344086,54.260251529674235
2021-06-30,75.67529166666667,53.86768574432713
2021-07-31,75.95008400537635,53.4620344328018
2021-08-31,74.69836638655462,53.05638312127647
2021-09-30,76.21078472222221,52.663817335929366
2021-10-31,76.09180779569893,52.258166024404034
2021-11-30,76.91286458333333,51.86560023905693
2021-12-31,77.10100134408601,51.4599489275316
2022-01-31,77.63177083333333,51.05429761600627
2022-02-28,76.14197916666667,50.68790288301565
2022-03-31,77.8852251344086,50.28225157149032
2022-04-30,77.76668055555555,49.88968578614322
2022-05-31,77.0207560483871,49.484034474617886
2022-06-30,76.15539236111111,49.09146868927078
2022-07-31,74.93328629032258,48.68581737774545
2022-08-31,75.20992358078603,48.28016606622012
