TIMESTAMP,BattV_Avg,BattV_Avg_Linear_fit
2017-08-31,13.2202649930265,13.194374957527101
2017-09-30,13.206708333333333,13.190771047346622
2017-10-31,13.1871850856567,13.187047006826793
2017-11-30,13.186152777777778,13.183443096646315
2017-12-31,13.177883064516129,13.179719056126487
2018-01-31,13.190462928808557,13.175995015606658
2018-02-28,13.133661710037176,13.172631366104877
2018-03-31,13.172832661290322,13.168907325585048
2018-04-30,13.12579513888889,13.16530341540457
2018-05-31,13.135030241935484,13.161579374884742
2018-06-30,13.144364583333331,13.157975464704261
2018-07-31,13.133860887096775,13.154251424184434
2018-08-31,13.173051075268818,13.150527383664604
2018-09-30,13.17421875,13.146923473484126
2018-10-31,13.158047715053764,13.143199432964296
2018-11-30,13.141954861111111,13.139595522783818
2018-12-31,13.143059376048306,13.135871482263989
2019-01-31,13.145336021505376,13.132147441744161
2019-02-28,13.110907400520642,13.12878379224238
2019-03-31,13.141891165602955,13.125059751722551
2019-04-30,13.118336805555554,13.121455841542073
2019-05-31,13.11493951612903,13.117731801022243
2019-06-30,13.111477272727273,13.114127890841765
