TIMESTAMP,Batt_Volt_Avg,Batt_Volt_Avg_Linear_fit
2019-06-30,12.932009237875288,12.944330631131523
2019-07-31,12.88938508064516,12.932763955838494
2019-08-31,12.974297715053764,12.921197280545467
2019-09-30,12.97386111111111,12.910003723810277
2019-10-31,12.859452284946238,12.89843704851725
2019-11-30,12.894812499999999,12.887243491782062
2019-12-31,12.939969758064516,12.875676816489033
2020-01-31,12.817019489247311,12.864110141196004
2020-02-29,12.770822557471265,12.853289703018657
2020-03-31,12.798071236559139,12.841723027725628
2020-04-30,12.841291666666667,12.83052947099044
2020-05-31,12.887275449101796,12.818962795697413
