DateTime,HMD_pct,HMD_pct_Linear_fit
2019-06-30,87.64793693212187,89.95569053927557
2019-07-31,91.2708938172043,89.95401407735729
2019-08-31,87.35329301075268,89.95233761543902
2019-09-30,85.94261805555556,89.95071523293747
2019-10-31,88.29519489247312,89.9490387710192
2019-11-30,87.02161458333333,89.94741638851765
2019-12-31,91.01401881720429,89.94573992659939
2020-01-31,91.75355846774194,89.94406346468112
2020-02-29,92.79598778735632,89.94249516159628
2020-03-31,89.48179099462365,89.94081869967802
2020-04-30,91.79457986111112,89.93919631717647
2020-05-31,91.88931787634408,89.9375198552582
2020-06-30,90.49121527777778,89.93589747275665
2020-07-31,91.45607526881722,89.93422101083839
2020-08-31,89.6486559139785,89.93254454892012
2020-09-30,90.61265625,89.93092216641857
2020-10-31,92.23359879032259,89.92924570450029
2020-11-30,90.08869444444444,89.92762332199875
2020-12-31,90.80539650537634,89.92594686008047
2021-01-31,89.36056451612903,89.92427039816221
2021-02-28,91.30982514880952,89.9227561744941
2021-03-31,91.3643615591398,89.92107971257583
2021-04-30,91.75942708333334,89.91945733007428
2021-05-31,90.70041666666667,89.91778086815602
2021-06-30,91.26401388888888,89.91615848565446
2021-07-31,89.94655577956989,89.91448202373618
2021-08-31,90.81800739247312,89.91280556181792
2021-09-30,87.76769791666666,89.91118317931637
2021-10-31,86.0461189516129,89.9095067173981
2021-11-30,89.75316666666666,89.90788433489655
2021-12-31,87.4822244623656,89.90620787297829
2022-01-31,89.80008064516129,89.90453141106002
2022-02-28,91.51530505952381,89.90301718739191
2022-03-31,88.39703293010753,89.90134072547363
2022-04-30,88.91047569444444,89.8997183429721
2022-05-31,90.28715725806452,89.89804188105381
2022-06-30,89.87046527777778,89.89641949855226
2022-07-31,89.46929771505377,89.894743036634
2022-08-31,89.6306062931696,89.89306657471573
