DateTime,SRD_wpm2,SRD_wpm2_Linear_fit
2019-06-30,123.78614911811866,186.3429684785615
2019-07-31,114.22852822580644,183.97065616023428
2019-08-31,169.3932244623656,181.5983438419073
2019-09-30,173.99450937499998,179.30255772739724
2019-10-31,180.34733400537633,176.93024540907027
2019-11-30,189.19036909722223,174.6344592945602
2019-12-31,166.09296706989247,172.262146976233
2020-01-31,148.50450168010752,169.88983465790602
2020-02-29,135.2210639367816,167.67057474721287
2020-03-31,202.79559139784948,165.2982624288859
2020-04-30,162.88195104166667,163.00247631437583
2020-05-31,160.72379805107528,160.63016399604862
2020-06-30,113.63446597222222,158.33437788153856
2020-07-31,132.57697883064515,155.96206556321158
2020-08-31,151.56562600806453,153.58975324488438
2020-09-30,159.01678506944444,151.2939671303743
2020-10-31,154.13225134408603,148.92165481204734
2020-11-30,188.24219131944446,146.62586869753727
2020-12-31,164.37445900537634,144.2535563792103
2021-01-31,191.14383870967742,141.8812440608831
2021-02-28,165.32136458333332,139.73851035400708
2021-03-31,176.18115759408602,137.36619803567987
2021-04-30,163.892575,135.0704119211698
2021-05-31,154.54357358870968,132.69809960284283
2021-06-30,122.49901111111112,130.40231348833277
2021-07-31,138.79244724462365,128.0300011700058
2021-08-31,147.4788820564516,125.65768885167859
2021-09-30,200.51851076388888,123.36190273716852
2021-10-31,188.32670564516127,120.98959041884154
2021-11-30,185.59640138888892,118.69380430433148
2021-12-31,202.18425840053763,116.32149198600428
2022-01-31,183.3933064516129,113.9491796676773
2022-02-28,173.55995163690477,111.80644596080128
2022-03-31,153.97827721774195,109.43413364247408
2022-04-30,0.0,107.13834752796402
2022-05-31,0.0,104.76603520963704
2022-06-30,0.0,102.47024909512697
2022-07-31,0.0,100.09793677679977
2022-08-31,0.00013660782808902532,97.7256244584728
