DateTime,WS_mph_S_WVT,WS_mph_S_WVT_Linear_fit
2019-06-30,3.0529556386958845,2.9251760196654146
2019-07-31,2.6315782930107527,2.7630305614600985
2019-08-31,2.46214751344086,2.6008851032547824
2019-09-30,2.7302666666666666,2.44397014370125
2019-10-31,2.172699932795699,2.281824685495934
2019-11-30,1.6298729166666666,2.1249097259423877
2019-12-31,1.9647516801075269,1.9627642677370716
2020-01-31,2.3382896505376345,1.8006188095317555
2020-02-29,2.1774798850574713,1.6489343486300072
2020-03-31,0.8676202956989247,1.486788890424691
2020-04-30,1.4245475694444445,1.329873930871159
2020-05-31,1.0842949172576832,1.1677284726658286
